이름,세부카테고리,주소,위도,경도,전화번호,링크
명동충무김밥,음식점>분식,서울특별시 중구 명동10길 16,37.5631379,126.9851971,,
더 스팟 패뷸러스,"음식점>카페,디저트","서울특별시 중구 명동2길 22 1, 2층",37.5623403,126.9826004,,http://www.instagram.com/the_spot_fabulous_
수잔나의 앞치마,"음식점>카페,디저트",서울특별시 중구 퇴계로49길 24,37.5632870,126.9995830,,https://www.instagram.com/spacedo_official/
정원레스토랑 어반가든,음식점>양식,서울특별시 중구 정동길 12-15,37.5674386,126.9692254,,http://urbangarden.co.kr
델리커리 동대문DDP점,음식점>일식>카레,서울특별시 중구 을지로 281 DDP 지하2층 DDP마켓,37.5675465,127.0099323,,https://www.instagram.com/delhicurry_official_/
커피루소 정동,"음식점>카페,디저트",서울특별시 중구 정동길 17 1층,37.5670330,126.9705929,,https://smartstore.naver.com/lussolab
해운대달맞이빵 을지로점,"음식점>카페,디저트",서울특별시 중구 마른내로 18 1층,37.5647060,126.9897709,,https://www.instagram.com/dalmaji_official
쿠우쿠우 골드 상봉점,"음식점>일식,초밥뷔페",서울특별시 중랑구 망우로 316 이지팰리스 3층,37.5965901,127.0873884,,https://blog.naver.com/qooqoo30
이학갈비,"음식점>한식>육류,고기요리",서울특별시 중랑구 면목로 310,37.5795901,127.0879830,,
피자빌리지 상봉본점,음식점>피자,서울특별시 중랑구 봉우재로43길 12 1층 PIZZA VILLAGE,37.5942178,127.0903137,,https://www.instagram.com/pizza__village
김시우초밥 중화점,"음식점>일식>초밥,롤",서울특별시 중랑구 봉화산로 38 1층 김시우초밥,37.6014750,127.0784724,,
싸다김밥 사가정역점,음식점>분식,서울특별시 중랑구 면목로 311 1층 싸다김밥,37.5799933,127.0879380,,https://ssadagb.com
김가네 상봉점,음식점>분식,서울특별시 중랑구 망우로 346,37.5975097,127.0911920,,https://blog.naver.com/gimkong7127
카페252,음식점>브런치,서울특별시 중랑구 망우로 252,37.5948438,127.0806484,,https://www.instagram.com/cafe_252
시즌모먼트,"음식점>카페,디저트",서울특별시 중랑구 면목로95길 26 1층,37.5955751,127.0839857,,https://www.instagram.com/cafeseasonmoment
카페브릭,"음식점>카페,디저트",서울특별시 중랑구 신내역로1길 127-11,37.6178537,127.1086355,,
소믈,음식점>양식,서울특별시 중랑구 양원역로14가길 13 102호,37.6076655,127.1062148,,https://www.instagram.com/soml_official_
고베규카츠 서울 강남점,음식점>일식>돈가스,서울특별시 강남구 강남대로102길 29 예촌빌딩,37.5028871,127.0275872,,https://www.instagram.com/kobekyu/
트라가 역삼점,음식점>스페인음식,서울특별시 강남구 테헤란로25길 46,37.5034960,127.0348172,,https://app.catchtable.co.kr/ct/shop/TragaYeoksam?type=DINING
트라가 삼성점,음식점>스페인음식,서울특별시 강남구 삼성로 511 아이콘삼성 ((구)골든타워) 지하1층,37.5076711,127.0555980,,https://app.catchtable.co.kr/ct/shop/TragaSamsung?type=DINING
탄탄면공방 파르나스몰 본점,음식점>아시아음식,서울특별시 강남구 테헤란로 521 파르나스타워 지하 1층 탄탄면공방,37.5095553,127.0613233,,http://www.tantanmyun.com
야나기일식집 초밥스시 청담역점,음식점>일식>일식당,서울특별시 강남구 학동로101길 21 상가104호 야나기일식집 초밥스시 청담역점,37.5217787,127.0571517,,https://blog.naver.com/sms4118
울프강 스테이크하우스,"음식점>스테이크,립",서울특별시 강남구 선릉로152길 21 영인빌딩 1층,37.5244206,127.0414091,,http://wolfgangssteakhouse.co.kr/
영동교집 청담직영점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 강남구 선릉로148길 11,37.5226361,127.0405893,,https://www.instagram.com/mukyang2food
디슬로우 청담,음식점>피자,서울특별시 강남구 선릉로160길 7 지하1층,37.5263924,127.0409955,,
트라가 가로수길점,음식점>스페인음식,서울특별시 강남구 압구정로2길 18,37.5205319,127.0197374,,https://app.catchtable.co.kr/ct/shop/Y2F0Y2hfU2hWU2hwcG15QzlhdThlVk9EYTkzQT09?type=DINING
보노보노 삼성점,음식점>뷔페>해산물뷔페,서울특별시 강남구 테헤란로 508 해성2빌딩 지하1층,37.5069045,127.0582101,,http://bonobonopremium.com
후레쉬빌 삼성역본점,음식점>일식>돈가스,서울특별시 강남구 테헤란로108길 19 부림빌딩 1층,37.5082715,127.0663314,,https://app.catchtable.co.kr/ct/shop/freshville
코지라멘 선릉본점,음식점>일식>일본식라면,서울특별시 강남구 선릉로86길 6-4 지상 1층,37.5028760,127.0504070,,https://blog.naver.com/cozyramen
미면정 양재본점,음식점>한식,서울특별시 강남구 남부순환로365길 22 오이빌딩 2층,37.4868819,127.0394490,,https://app.catchtable.co.kr/ct/shop/knight66a
강남세브란스병원 푸드코트,음식점>푸드코트,서울특별시 강남구 언주로 211 강남세브란스병원,37.4929295,127.0462683,,
코탈리안레스토랑 라피노,음식점>이탈리아음식,서울특별시 강남구 개포로24길 29 하임빌딩 1층,37.4772697,127.0496362,,http://instagram.com/lapino_poi
풀무원푸드앤컬처 삼성서울병원 암병원,음식점>한식,서울특별시 강남구 일원로 81,37.4882976,127.0851508,,
그로타 지간테 파스타,음식점>이탈리아음식,서울특별시 강남구 양재대로33길 25 지하1층 그로타 지간테,37.4911038,127.0824388,,
수서역 벌교한상,음식점>한식,서울특별시 강남구 광평로46길 7 수서역벌교한상,37.4858590,127.0994091,,https://www.instagram.com/bulgyo_hansang?igsh=eTN3ZGc2bm5hZzhu
백소정 세곡점,음식점>일식>일식당,서울특별시 강남구 헌릉로 569 강남리더스프라자 108호,37.4656436,127.1014047,,https://baeksojeong.com/
핵밥 천호점,음식점>일식>덮밥,서울특별시 강동구 올림픽로 660 엘크루 1층 106호 핵밥 천호점,37.5402371,127.1245024,,https://www.hecbob.com/
생어거스틴 성내점,음식점>아시아음식,"서울특별시 강동구 강동대로 143-64 스퀘어100 , 1층",37.5280715,127.1201572,,http://www.augustin.co.kr/
멘야세븐,음식점>일식>일본식라면,서울특별시 강동구 양재대로112길 45 1층,37.5364067,127.1423511,,https://www.instagram.com/menyaseven_official
상무초밥 길동점,"음식점>일식>초밥,롤",서울특별시 강동구 천호대로 1139 강동그린타워 1층,37.5344639,127.1380496,,https://sangmusushi.kr/
보훈병원상조회,음식점>한식,서울특별시 강동구 진황도로61길 53 보훈병원내,37.5306339,127.1481605,,
유로스타커피로스터스,"음식점>카페,디저트>카페",서울특별시 강동구 암사길 41 1층 유로스타커피로스터스,37.5519162,127.1339701,,http://instagram.com/eurostar_coffee_official
스키마야식당,음식점>일식>일본식라면,서울특별시 강동구 동남로71길 20-9 파라빌딩 1층,37.5523307,127.1549017,,
강동반상,음식점>한식,서울특별시 강동구 상일로6길 39 지하1층,37.5498047,127.1753543,,http://www.gdbansang.com
플레이팅 강동경희대병원점,음식점>푸드코트,서울특별시 강동구 동남로 892 강동경희대병원 지하 1층,37.5534484,127.1573794,,https://blog.naver.com/thefoodhouse
애슐리퀸즈 미아사거리역점,음식점>패밀리레스토랑,서울특별시 강북구 도봉로 52 Y스퀘어 5층,37.6135633,127.0304333,,
백소정 수유점,음식점>일식>일식당,서울특별시 강북구 한천로 1024,37.6392645,127.0282243,,
탕화쿵푸마라탕 수유점,음식점>마라탕,서울특별시 강북구 도봉로 343 야산빌딩 2층,37.6385310,127.0257811,,
카페_백란_펜션,"음식점>카페,디저트",서울특별시 강북구 삼양로181길 201-20 백란 *숲속문화마을 입구로 진입*,37.6717012,127.0055247,,http://baekran.com
안토 우디플레이트,음식점>뷔페,서울특별시 강북구 삼양로 689 안토 타워 114동 2층,37.6632577,127.0086268,,https://www.instagram.com/anto_resort/
몽블랑제 홈플러스강서점,"음식점>카페,디저트>베이커리",서울특별시 강서구 화곡로 398,37.5584700,126.8548189,,
코델,음식점>아시아음식,서울특별시 강서구 양천로 401 4층 비401호,37.5656521,126.8476920,,
빌라드샬롯 김포공항국내선청사3층점,음식점>이탈리아음식,서울특별시 강서구 하늘길 233 김포공항 국내선 청사 3층,37.5584396,126.8028361,,
플레이팅 김포공항점,음식점>푸드코트,서울특별시 강서구 하늘길 112 국내선청사 4층,37.5586537,126.8034636,,
공항칼국수,음식점>한식,서울특별시 강서구 공항대로 18-1 이스카이오피스텔 지하1층,37.5609082,126.8091224,,http://smartstore.naver.com/kongkal
명동가츠라 롯데몰김포공항점,음식점>일식>일식당,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 GF,37.5637522,126.8037282,,https://www.instagram.com/gassra.food
애슐리퀸즈 롯데백화점 김포공항점,음식점>패밀리레스토랑,서울특별시 강서구 하늘길 38 롯데백화점 5층 애슐리퀸즈,37.5629406,126.8030993,,
메이필드호텔 캐슬테라스,음식점>뷔페,서울특별시 강서구 방화대로 94,37.5471992,126.8191230,,https://app.catchtable.co.kr/ct/shop/castleterrace
고베규카츠 신림점,음식점>일식>돈가스,서울특별시 관악구 남부순환로176길 8 2층 고베규카츠,37.4835958,126.9282730,,http://kobekyu.co.kr/web/
상무초밥 구로디지털점,"음식점>일식>초밥,롤",서울특별시 관악구 시흥대로 568 1층,37.4834075,126.9023176,,https://sangmusushi.kr/
백소정 서울대입구역점,음식점>일식>일식당,서울특별시 관악구 관악로 164 대우디오슈페리움 113호,37.4794897,126.9526926,,
모리라멘돈카츠 사당점,음식점>일식>일식당,"서울특별시 관악구 남부순환로 2068 1층 102, 103호",37.4764402,126.9786533,,
뽕사부 건대점,음식점>중식당,서울특별시 광진구 아차산로 205,37.5415931,127.0663649,,https://app.catchtable.co.kr/ct/shop/bbongsaboo
백소정 아차산역점,음식점>일식>일식당,서울특별시 광진구 천호대로129길 7 2층,37.5526133,127.0900468,,https://baeksojeong.com/
윤숲 후르츠산도점,"음식점>카페,디저트",서울특별시 광진구 면목로7길 8 1층,37.5595399,127.0772777,,https://smartstore.naver.com/yoonforest
멕시칼리,"음식점>멕시코,남미음식",서울특별시 광진구 천호대로 634,37.5536231,127.0875894,,https://www.instagram.com/mexicali.official
피슈마라홍탕 군자역점,음식점>마라탕,서울특별시 광진구 능동로 302 2층,37.5566495,127.0794996,,http://pixiumalahongtanggj.jalib.site/
핵밥 군자역점,음식점>일식>덮밥,서울특별시 광진구 능동로 298 1층,37.5562222,127.0792556,,https://www.hecbob.com/
비스타 워커힐 서울 피자힐,음식점>피자,서울특별시 광진구 워커힐로 177 워커힐 호텔앤리조트,37.5539112,127.1091729,,https://www.walkerhill.com/vistawalkerhillseoul/dining/PizzaHill
비스타 워커힐 서울 더뷔페,음식점>뷔페,서울특별시 광진구 워커힐로 177 비스타 워커힐 서울 1층,37.5543550,127.1112622,,https://www.walkerhill.com/vistawalkerhillseoul/dining/TheBuffet
광장동가온,음식점>한식,서울특별시 광진구 아차산로78길 75 106호,37.5517882,127.1111357,,https://youtube.com/@user-narugaon
101번지남산돈까스 NC구로점,음식점>일식>돈가스,서울특별시 구로구 구로중앙로 152,37.5011324,126.8828000,,
백소정 동양미래대점,음식점>일식>일식당,"서울특별시 구로구 경인로47길 26 2층, 백소정 동양미래대점",37.5006501,126.8666191,,https://baeksojeong.com/
콘타이 아이파크몰 고척점,음식점>태국음식,"서울특별시 구로구 경인로43길 49 A동 102호(고척동, 고척아이파크)",37.4993229,126.8583783,,
샤브향 구로점,음식점>일식>샤브샤브,서울특별시 구로구 중앙로 13,37.4992081,126.8641377,,
치히로 항동수목원점,음식점>일식>일식당,서울특별시 구로구 연동로11길 13 1층,37.4832506,126.8209193,,
두즈커피,"음식점>카페,디저트",서울특별시 구로구 남부순환로107길 5 1층,37.4791696,126.8935026,,https://100원커피이벤트-선착순주문하기.com
아웃백스테이크하우스 가산점,음식점>패밀리레스토랑,서울특별시 금천구 디지털로10길 9 현대시티아울렛 가산점 7층,37.4777946,126.8887845,,https://www.outback.co.kr
분짜하노이 금천롯데캐슬점,음식점>베트남음식,서울특별시 금천구 시흥대로 291 상가 2층 217호,37.4597940,126.8970026,,
백소정 중계점,음식점>일식>일식당,서울특별시 노원구 동일로203가길 29 중계브라운스톤 2층 백소정 중계점,37.6399301,127.0642714,,https://baeksojeong.com/
백소정 은행사거리점,음식점>일식>일식당,서울특별시 노원구 한글비석로 272 1층 103호,37.6518127,127.0774997,,https://baeksojeong.com/
긴자료코 노원하계점,음식점>일식>돈가스,서울특별시 노원구 노원로 248 삼정이오니아 1층 102호,37.6399590,127.0736689,,https://www.instagram.com/https://instagram.com/ginzaryoko_hagye?igshid=ZDdkNTZiNTM=
백소정 공릉점,음식점>일식>일식당,서울특별시 노원구 동일로 1024 1층,37.6216138,127.0746037,,https://baeksojeong.com/
애슐리퀸즈 이마트월계점,음식점>패밀리레스토랑,서울특별시 노원구 마들로3길 15 이마트 월계점 1층 애슐리퀸즈,37.6269347,127.0615110,,https://www.myashely.co.kr
우리동네미미네,음식점>한식,서울특별시 노원구 마들로3길 15 월계이마트,37.6271004,127.0620110,,
사이코우스시 쌍문점,음식점>일식>일식당,서울특별시 도봉구 해등로 184 1층 사이코우스시,37.6579417,127.0362655,,
오늘동 청량리본점,음식점>일식>일식당,서울특별시 동대문구 답십리로 61-1 1층,37.5759287,127.0481022,,https://app.catchtable.co.kr/ct/shop/oneuldong_cheongnyangni?from=share&type=WAITING
화이트리에 답십리점,"음식점>카페,디저트>베이커리","서울특별시 동대문구 사가정로 80 카운티에비뉴 104, 105호 화이트리에 답십리점",37.5753083,127.0547786,,https://www.instagram.com/whitelier_dapsimni
어머니대성집,음식점>한식,서울특별시 동대문구 왕산로11길 4 어머니 대성집,37.5774795,127.0285888,,
카페청량,"음식점>카페,디저트",서울특별시 동대문구 홍릉로3길 18 1층,37.5818435,127.0435902,,https://www.instagram.com/cafe_cheongryang/
백소정 경희대점,음식점>일식>일식당,서울특별시 동대문구 경희대로 20 a동 2층,37.5933331,127.0528230,,https://baeksojeong.com/
핵밥 경희대점,음식점>일식>덮밥,서울특별시 동대문구 경희대로 9-1 2층,37.5925613,127.0522303,,https://www.hecbob.com/
경양카츠 경희대점,음식점>일식>돈가스,서울특별시 동대문구 회기로 146-1 1층,37.5914072,127.0526278,,
혜성칼국수,음식점>한식,서울특별시 동대문구 왕산로 247-1,37.5834007,127.0489641,,
언니네함바그,음식점>양식,서울특별시 동대문구 회기로25길 59 1층 언니네함바그,37.5923924,127.0567711,,https://blog.naver.com/imununnhbg
규동집 노량진본점,음식점>일식>일식당,서울특별시 동작구 만양로14가길 1 1층,37.5116542,126.9451928,,
샤브로21 노량진,음식점>일식>샤브샤브,서울특별시 동작구 만양로18길 21 1층,37.5130811,126.9455815,,https://shaburo21.com
카츠디나인 신대방삼거리 본점,음식점>일식>돈가스,서울특별시 동작구 국사봉1길 12-5 1층,37.4985132,126.9292373,,https://app.catchtable.co.kr/ct/shop/katsu_d9?from=share&type=WAITING
감성타코 합정점,"음식점>멕시코,남미음식",서울특별시 마포구 월드컵로3길 14 지하1층,37.5511957,126.9121449,,https://app.catchtable.co.kr/ct/shop/Gamseong.Taco_HJ?from=share&type=DINING
뉴욕아파트먼트,음식점>양식,서울특별시 마포구 월드컵로3길 14,37.5509062,126.9122609,,
빕스 합정역점,음식점>패밀리레스토랑,서울특별시 마포구 월드컵로1길 14 딜라이트스퀘어 A동 1차 지하2층 vips,37.5500768,126.9118116,,http://www.ivips.co.kr
빌라 더 다이닝 홍대본점,음식점>양식,서울특별시 마포구 동교로30길 16 JnS.Bldg,37.5601583,126.9249144,,http://app.catchtable.co.kr/ct/shop/villathedining
망원동즉석우동 본점,"음식점>일식>우동,소바",서울특별시 마포구 동교로 83,37.5542061,126.9111604,,
라멘트럭 상수본점,음식점>일식>일본식라면,서울특별시 마포구 독막로14길 31 1층 라멘트럭,37.5474679,126.9226481,,https://www.facebook.com/ramentruck
칸다소바,음식점>일식>일본식라면,서울특별시 마포구 와우산로 51-6,37.5492716,126.9227124,,https://litt.ly/kandasoba
올유캔잇 홍대상수점,음식점>뷔페,"서울특별시 마포구 독막로 73-1 2, 3층",37.5479878,126.9216305,,
연하동 연남본점,음식점>일식>일식당,서울특별시 마포구 연남로 6,37.5604990,126.9235360,,https://www.instagram.com/yeonhadong
초이다이닝,음식점>일식>일식당,서울특별시 마포구 동교로36길 3 지하1층,37.5612678,126.9245652,,https://www.instagram.com/choi_dining/
피자 스피릿,음식점>피자,서울특별시 마포구 월드컵로 134 금수빌딩 1층 피자스피릿,37.5600087,126.9068458,,
노브랜드버거 메가박스상암점,음식점>양식>햄버거,서울특별시 마포구 월드컵로 240 메가박스 1층,37.5682553,126.8972733,,https://www.shinsegaefood.com/nobrandburger/index.sf
오공김밥 애오개점,음식점>분식,서울특별시 마포구 마포대로 195 마포레미안 푸르지오상가4동 101호,37.5511956,126.9532665,,https://www.instagram.com/50gimbab
프리미엄 규카츠 규도 마포공덕 본점,음식점>한식,서울특별시 마포구 마포대로 33 오벨리스크 APT 상가 지하1층 138호,37.5399130,126.9454561,,https://www.instagram.com/g.y.u.d.o
백소정 마포점,음식점>일식>일식당,서울특별시 마포구 토정로35길 26 2층,37.5407809,126.9446773,,https://baeksojeong.com/
작은스페인,음식점>스페인음식,서울특별시 서대문구 연희로25길 37,37.5717835,126.9340196,,https://app.catchtable.co.kr/ct/shop/little.spain.seoul
핵밥 명지대점,음식점>일식>덮밥,서울특별시 서대문구 거북골로 25-1 2층,37.5798713,126.9246131,,https://www.hecbob.com/
백소정 남가좌DMC점,음식점>일식>일식당,서울특별시 서대문구 수색로2길 39 1층 110-2호,37.5708064,126.9162333,,https://baeksojeong.com/
리얼파스타 증산역점,"음식점>양식>이탈리아음식>스파게티,파스타전문",서울특별시 서대문구 응암로 99,37.5818439,126.9124180,,https://www.instagram.com/realpasta_jeungsan
써브웨이 정동점,음식점>샌드위치,서울특별시 중구 새문안로 30,37.5678208,126.9690223,,http://www.subway.co.kr/
스시온,음식점>일식>일식당,서울특별시 중구 새문안로 28-1 2층,37.5676893,126.9689384,,https://www.instagram.com/yeonnam_midam/
텍사스데브라질 센트럴시티점,"음식점>스테이크,립",서울특별시 서초구 사평대로 205,37.5038927,127.0064073,,http://www.texasdebrazil.co.kr/
노브랜드버거 고속터미널점,음식점>양식>햄버거,서울특별시 서초구 신반포로 194 서울고속버스터미널 1층 32호,37.5056800,127.0058468,,http://www.nobrandburger.com
아웃백스테이크하우스 센트럴시티점,음식점>패밀리레스토랑,서울특별시 서초구 신반포로 176,37.5032929,127.0037156,,https://www.outback.co.kr
빕스 반포역점,음식점>패밀리레스토랑,서울특별시 서초구 신반포로 257 3층,37.5086180,127.0119428,,http://www.ivips.co.kr/
디오디아2.0,음식점>뷔페,서울특별시 서초구 강남대로 213 엘타워 4층,37.4823092,127.0355534,,https://diodia.co.kr
청계산곤드레집,음식점>한식,"서울특별시 서초구 청룡마을1길 1 1, 2층",37.4454360,127.0578013,,
한소반 청계산점,음식점>한식,서울특별시 서초구 청계산로 249,37.4437441,127.0586853,,
아우프글렛 금호,"음식점>카페,디저트",서울특별시 성동구 독서당로51길 7 1층,37.5488762,127.0262410,,https://instagram.com/aufglet
옥수동화덕피자,음식점>피자,"서울특별시 성동구 한림말3길 27-1 1,2층",37.5434585,127.0152570,,https://app.catchtable.co.kr/ct/shop/oxoosourdoughpizza
백소정 옥수점,음식점>일식>일식당,서울특별시 성동구 독서당로40길 39 1층,37.5416881,127.0182360,,https://baeksojeong.com/
디핀옥수,음식점>양식,서울특별시 성동구 독서당로 194 지하1층,37.5427547,127.0126618,,https://catchtable.co.kr/deepin_oksu
치카이라멘,음식점>일식>일본식라면,서울특별시 성동구 한림말3길 15-16 치카이라멘,37.5422531,127.0154636,,http://instagram.com/chikairamen
미도인 왕십리역사,음식점>양식,서울특별시 성동구 왕십리광장로 17 4층 4-6호,37.5606921,127.0384971,,https://youtube.com/channel/UCxRWfLoFdwXyIU6_yq38uig?si=tpSW48w87J2hWl1f
비트플렉스 푸드코트,음식점>푸드코트,서울특별시 성동구 왕십리광장로 17,37.5612711,127.0385201,,
블랙빈스,"음식점>카페,디저트",서울특별시 성동구 고산자로 130,37.5516956,127.0355930,,
심재 응봉,"음식점>카페,디저트",서울특별시 성동구 고산자로2길 4-1,37.5520410,127.0357146,,
화로구이 마장점,음식점>한식,서울특별시 성동구 마장로 315 화로구이,37.5673118,127.0439814,,
와우,음식점>한식,"서울특별시 성동구 마장로35길 76 상가동 2층 201,202호",37.5702629,127.0420171,,
서오릉피자 돈암점,음식점>양식>피자,서울특별시 성북구 아리랑로 89 1층 서오릉피자,37.6008167,127.0136419,,
르한스,음식점>양식,서울특별시 성북구 정릉로10길 127,37.6041052,126.9983456,,https://app.catchtable.co.kr/ct/shop/lehans
포도집,음식점>양식,서울특별시 성북구 정릉로32길 4 1층,37.6027961,127.0165782,,http://www.instagram.com/podojib_
문화식당,음식점>양식,"서울특별시 성북구 혜화로 88 2층, 3층",37.5927768,126.9982112,,https://m.booking.naver.com/booking/6/bizes/398158/items/3555119?area=plt
뽀까슈 성신여대본점,음식점>양식,서울특별시 성북구 보문로32길 12 1층 뽀까슈,37.5893274,127.0172454,,https://www.instagram.com/bbokatsu1
백소정 안암본점,음식점>일식>일식당,서울특별시 성북구 개운사길 30 2층,37.5876966,127.0294700,,https://baeksojeong.com/
핵밥 고대안암점,음식점>일식>덮밥,서울특별시 성북구 고려대로24길 25 2층,37.5850452,127.0295515,,https://www.hecbob.com/
투파인드피터 잠실점,음식점>양식>이탈리아음식,서울특별시 송파구 백제고분로7길 57 3층,37.5108940,127.0852650,,https://blog.naver.com/tofindpeterjamsil
고든램지버거 롯데월드몰점,음식점>햄버거,서울특별시 송파구 올림픽로 300 롯데월드몰 지하1층,37.5131972,127.1014471,,https://www.instagram.com/gordonramsayburger_kr
쌤쌤쌤 롯데월드몰점,음식점>양식,서울특별시 송파구 올림픽로 300 5층,37.5139529,127.1039586,,https://www.instagram.com/samsamsam.kr/
애슐리퀸즈 잠실롯데캐슬점,음식점>패밀리레스토랑,서울특별시 송파구 올림픽로 269 롯데캐슬플라자 지하1층 애슐리퀸즈,37.5145032,127.0999002,,https://bit.ly/모바일채팅상담
펠어커피초코 본점,"음식점>카페,디저트>카페",서울특별시 송파구 백제고분로22길 35 1층 펠어커피초코,37.5006669,127.0883746,,https://www.instagram.com/fellacoffeechoco
청와옥 석촌호수직영점,"음식점>한식>육류,고기요리>순대,순댓국",서울특별시 송파구 삼학사로 96,37.5057323,127.0974914,,https://www.instagram.com/cheongwaok/
복면옥 잠실,음식점>일식>샤브샤브,서울특별시 송파구 송파대로 471 지산빌딩 2층,37.5080447,127.1040712,,https://blog.naver.com/jamsilbmo
갓잇 송리단길점,"음식점>멕시코,남미음식","서울특별시 송파구 오금로16길 20 1, 2F GODEAT",37.5099953,127.1080473,,https://app.catchtable.co.kr/ct/shop/godeat_songridan
초이다이닝 송파점,음식점>일식>일식당,서울특별시 송파구 백제고분로45길 21-1 2층 초이다이닝 송파점,37.5099490,127.1090094,,https://catchtable.co.kr/choi_dining_songpa
강남진해장 가락직영점,음식점>한식,서울특별시 송파구 송파대로28길 13 1층 101호,37.4942702,127.1195850,,
제줏간 위례중앙광장점,"음식점>한식>육류,고기요리>돼지고기구이",서울특별시 송파구 위례광장로 290 상가동 1층 145호~147호,37.4747277,127.1428383,,https://jejusgan.com/
잇쇼니라멘 문정본점,음식점>일식>일본식라면,서울특별시 송파구 법원로 114 엠스테이트 E동 지1층 B166,37.4854442,127.1209990,,https://youtube.com/@잇쇼니라멘
후라토식당 목동SBS점,음식점>일식>일식당,서울특별시 양천구 목동서로 161 목동SBS방송국 지하1층 후라토식당,37.5288747,126.8739250,,https://www.instagram.com/furato_mokdong?igshid=OGQ5ZDc2ODk2ZA==
금화왕돈까스 신월점,음식점>일식>돈가스,서울특별시 양천구 화곡로 91,37.5397418,126.8322093,,http://kumhwaking.co.kr/
채선당 광흥창점,음식점>일식>샤브샤브,서울특별시 마포구 창전로 20,37.5446090,126.9305890,,http://brand.chaesundang.co.kr/
굿모닝살로만치킨 서강점,"음식점>치킨,닭강정",서울특별시 마포구 토정로14길 38,37.5438980,126.9316849,,
카츠메종,음식점>일식>돈가스,서울특별시 영등포구 당산로 180 신우빌딩 1층 4호,37.5302001,126.8992468,,https://www.instagram.com/katsu_maison/
옥소반 영등포구청점,음식점>일식>샤브샤브,서울특별시 영등포구 국회대로30길 10 1층,37.5272896,126.8954206,,https://app.catchtable.co.kr/ct/shop/oksoban_ydp?type=WAITING
성문식당,음식점>한식,서울특별시 영등포구 도영로 45,37.5098529,126.8977290,,https://www.instagram.com/sungmoon_bob
이스트우드 도림점,"음식점>카페,디저트",서울특별시 영등포구 도신로17길 6,37.5066662,126.8996556,,https://www.instagram.com/cafe.eastwood
케르반 레스토랑,음식점>아시아음식,서울특별시 용산구 이태원로 192 1층,37.5344120,126.9954079,,https://app.catchtable.co.kr/ct/shop/kervan_itaewon
바토스 이태원점,"음식점>멕시코,남미음식",서울특별시 용산구 이태원로15길 1 2층,37.5345210,126.9902185,,http://vatoskorea.com
다운타우너 한남,음식점>양식>햄버거,서울특별시 용산구 대사관로5길 12 1층 다운타우너 한남점,37.5348368,127.0008698,,http://downtowner.co.kr/
파이프그라운드 한남점,음식점>피자,서울특별시 용산구 한남대로27길 66 지하1층,37.5395819,127.0029779,,
101번지남산돈까스 남산본점,음식점>일식>돈가스,서울특별시 중구 소파로 101,37.5569595,126.9857679,,https://namsan101.com/
더백푸드트럭,음식점>햄버거,"서울특별시 용산구 신흥로20길 45 1,2층 전체",37.5474801,126.9840426,,https://www.instagram.com/the100foodtruck_hbc_official
도동집,음식점>한식,서울특별시 용산구 후암로48길 1,37.5528552,126.9767946,,http://www.dodongzip.co.kr/
이이네,음식점>일식>일식당,서울특별시 용산구 소월로2길 13 지하1층 이이네(요아정 오른쪽길입구),37.5543371,126.9767423,,
엘카페 커피로스터스,"음식점>카페,디저트",서울특별시 용산구 후암로 68 B1,37.5519601,126.9771204,,https://smartstore.naver.com/elcafe
잠시,"음식점>카페,디저트",서울특별시 용산구 청파로 330-32 1층,37.5487451,126.9706056,,https://app.catchtable.co.kr/ct/shop/zam__si?from=share&type=WAITING
네네치킨 숙대점,"음식점>치킨,닭강정","서울특별시 용산구 청파로 333 지상1층 (청파동1가, 홍신빌딩)",37.5493292,126.9696869,,
돈까스잔치 동빙고점,음식점>일식>돈가스,서울특별시 용산구 서빙고로 297,37.5212393,126.9964345,,http://www.donzanchi.co.kr/
고메이플레이스 국립중앙박물관 푸드코트,음식점>한식,서울특별시 용산구 서빙고로 137 국립중앙박물관,37.5241032,126.9800431,,
마하 한남,"음식점>카페,디저트",서울특별시 용산구 서빙고로91나길 85 4층,37.5245206,126.9960537,,https://www.instagram.com/maha.hannam
가이오국수,음식점>한식>국수,서울특별시 은평구 연서로 132,37.6105410,126.9172820,,
다온카츠 연신내본점,음식점>일식>일식당,서울특별시 은평구 연서로29길 21-11 1.5층 다온카츠,37.6189289,126.9178881,,https://www.instagram.com/daon_katsu/
한식뷔페 도투리,음식점>한식뷔페,서울특별시 은평구 증산로 303,37.5844724,126.9092797,,https://blog.naver.com/dotorichon
스테이564 뉴욕스트립에디션,음식점>양식,서울특별시 은평구 수색로 190 증산동빌딩,37.5786735,126.9016939,,https://www.instagram.com/newyorkstrip_official
아웃백스테이크하우스 구파발점,음식점>패밀리레스토랑,서울특별시 은평구 통일로 1080 삼전솔하임 103동 2층,37.6394164,126.9170716,,https://www.outback.co.kr
독립밀방 익선,음식점>양식,서울특별시 종로구 돈화문로11나길 30 독립밀방 익선,37.5740791,126.9902619,,http://www.instagram.com/dongnip_millbang
애슐리퀸즈 종각역점,음식점>패밀리레스토랑,서울특별시 종로구 종로 51 종로타워 지하1층 애슐리,37.5705758,126.9836843,,https://www.instagram.com/your_ashley
